Table allocation done 1 time(s), state = INITIAL
Number of stages in table allocation: 14
  Number of stages for ingress table allocation: 14
  Number of stages for egress table allocation: 4
Critical path length through the table dependency graph: 11
Invoking table placement without container conflicts because first round of table placement required 14 stages.
Number of tables allocated: 139
+-------+-----------------+--------------------------------------------------------------+
| Stage | Min / Max Stage |                          Table Name                          |
|   9   |   [ 8, 10 ]     |        tbl_defense4_rrc_bor_stagerecovery_probe3546_0        |
|   9   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3268         |
|   9   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3278         |
|   9   |   [ 9, 10 ]     |        tbl_defense4_rrc_bor_stagerecovery_probe3278_0        |
|   9   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3290         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3309         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3130         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3331         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3335         |
|  10   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3471         |
|  10   |   [ 8, 10 ]     |                           cond-152                           |
|  10   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3356         |
|  10   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3562         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3490         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3499         |
|  10   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3477         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3485         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3139         |
|  10   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3439         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3448         |
|  10   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3456         |
|  11   |   [ 8, 10 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3405         |
|  11   |   [ 9, 10 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3410         |
|  11   |   [ 9, 10 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3419         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3415         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3452         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3481         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3494         |
|  11   |   [ 8, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3568         |
|  11   |   [ 8, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3350         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3337         |
|  11   |   [ 9, 11 ]     |                       tbl_arm_clone_0                        |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3333         |
|  11   |   [ 9, 11 ]     |                        tbl_arm_clone                         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3279         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3147         |
|  11   |   [ 9, 11 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3150         |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3293         |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3302         |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3549         |
|  12   |   [ 9, 11 ]*    |         tbl_defense4_rrc_bor_stagerecovery_probe3550         |
